7.9_raw.csv_filtered_by_correlation2.0_individual_replacement_strategy_4.0_12_point_strategy,0.269,-0.026,-0.019,0.013,0.013,0.001,0.114,0.116,0.03,0.647,-3.674,-0.555,14.843,37.127,11.243,0.0,-0.003,-0.0,0.263,0.635,-0.581,0.565,-0.662,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,21,0,0,28,32,51,23,20,15,17,14,200,0.14,0.16,0.255,0.115,0.1,0.075,0.085,0.07,14,-4,51,2,
7.6_raw.csv_filtered_by_correlation2.0_all_replacement_strategy_4.0_12_point_strategy,0.269,-0.026,-0.019,0.013,0.013,0.001,0.114,0.116,0.03,0.647,-3.674,-0.555,14.843,37.127,11.243,0.0,-0.003,-0.0,0.263,0.635,-0.581,0.565,-0.662,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,21,0,0,28,32,51,23,20,15,17,14,200,0.14,0.16,0.255,0.115,0.1,0.075,0.085,0.07,14,-4,51,2,
7.6_raw.csv_filtered_by_correlation2.0_individual_replacement_strategy_4.0_12_point_strategy,0.269,-0.026,-0.019,0.013,0.013,0.001,0.114,0.116,0.03,0.647,-3.674,-0.555,14.843,37.127,11.243,0.0,-0.003,-0.0,0.263,0.635,-0.581,0.565,-0.662,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,21,0,0,28,32,51,23,20,15,17,14,200,0.14,0.16,0.255,0.115,0.1,0.075,0.085,0.07,14,-4,51,2,
7.2_raw.csv_filtered_by_correlation2.0_all_replacement_strategy_4.0_12_point_strategy,0.269,-0.026,-0.019,0.013,0.013,0.001,0.114,0.116,0.03,0.647,-3.674,-0.555,14.843,37.127,11.243,0.0,-0.003,-0.0,0.263,0.635,-0.581,0.565,-0.662,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,21,0,0,28,32,51,23,20,15,17,14,200,0.14,0.16,0.255,0.115,0.1,0.075,0.085,0.07,14,-4,51,2,
7.2_raw.csv_filtered_by_correlation2.0_individual_replacement_strategy_4.0_12_point_strategy,0.269,-0.026,-0.019,0.013,0.013,0.001,0.114,0.116,0.03,0.647,-3.674,-0.555,14.843,37.127,11.243,0.0,-0.003,-0.0,0.263,0.635,-0.581,0.565,-0.662,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,21,0,0,28,32,51,23,20,15,17,14,200,0.14,0.16,0.255,0.115,0.1,0.075,0.085,0.07,14,-4,51,2,
Fri Dec  2 11:34:31 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_correlation2.0_SNR3.0_all_replacement_strategy_2_2*last-2nd_last,0.274,-0.026,-0.02,0.018,0.013,0.001,0.135,0.116,0.035,2.521,-3.674,-1.927,23.044,37.127,16.643,0.0,-0.004,-0.0,0.259,2.485,-1.854,2.028,-2.288,0.001,0.001,-0.0,-0.0,0.0,0.001,-0.0,-0.0,0.0,1,20,1,52,0,0,22,30,59,23,22,15,17,12,200,0.11,0.15,0.295,0.115,0.11,0.075,0.085,0.06,12,-4,59,2,
7.9_raw.csv_filtered_by_correlation2.0_SNR3.0_individual_replacement_strategy_2_2*last-2nd_last,0.274,-0.026,-0.02,0.018,0.013,0.001,0.135,0.116,0.035,2.521,-3.674,-1.927,23.044,37.127,16.643,0.0,-0.004,-0.0,0.259,2.485,-1.854,2.028,-2.288,0.001,0.001,-0.0,-0.0,0.0,0.001,-0.0,-0.0,0.0,1,20,1,52,0,0,22,30,59,23,22,15,17,12,200,0.11,0.15,0.295,0.115,0.11,0.075,0.085,0.06,12,-4,59,2,
7.6_raw.csv_filtered_by_correlation2.0_SNR3.0_all_replacement_strategy_2_2*last-2nd_last,0.274,-0.026,-0.02,0.018,0.013,0.001,0.135,0.116,0.035,2.521,-3.674,-1.927,23.044,37.127,16.643,0.0,-0.004,-0.0,0.259,2.485,-1.854,2.028,-2.288,0.001,0.001,-0.0,-0.0,0.0,0.001,-0.0,-0.0,0.0,1,20,1,52,0,0,22,30,59,23,22,15,17,12,200,0.11,0.15,0.295,0.115,0.11,0.075,0.085,0.06,12,-4,59,2,
7.6_raw.csv_filtered_by_correlation2.0_SNR3.0_individual_replacement_strategy_2_2*last-2nd_last,0.274,-0.026,-0.02,0.018,0.013,0.001,0.135,0.116,0.035,2.521,-3.674,-1.927,23.044,37.127,16.643,0.0,-0.004,-0.0,0.259,2.485,-1.854,2.028,-2.288,0.001,0.001,-0.0,-0.0,0.0,0.001,-0.0,-0.0,0.0,1,20,1,52,0,0,22,30,59,23,22,15,17,12,200,0.11,0.15,0.295,0.115,0.11,0.075,0.085,0.06,12,-4,59,2,
7.2_raw.csv_filtered_by_correlation2.0_SNR3.0_all_replacement_strategy_2_2*last-2nd_last,0.274,-0.026,-0.02,0.018,0.013,0.001,0.135,0.116,0.035,2.521,-3.674,-1.927,23.044,37.127,16.643,0.0,-0.004,-0.0,0.259,2.485,-1.854,2.028,-2.288,0.001,0.001,-0.0,-0.0,0.0,0.001,-0.0,-0.0,0.0,1,20,1,52,0,0,22,30,59,23,22,15,17,12,200,0.11,0.15,0.295,0.115,0.11,0.075,0.085,0.06,12,-4,59,2,
7.2_raw.csv_filtered_by_correlation2.0_SNR3.0_individual_replacement_strategy_2_2*last-2nd_last,0.274,-0.026,-0.02,0.018,0.013,0.001,0.135,0.116,0.035,2.521,-3.674,-1.927,23.044,37.127,16.643,0.0,-0.004,-0.0,0.259,2.485,-1.854,2.028,-2.288,0.001,0.001,-0.0,-0.0,0.0,0.001,-0.0,-0.0,0.0,1,20,1,52,0,0,22,30,59,23,22,15,17,12,200,0.11,0.15,0.295,0.115,0.11,0.075,0.085,0.06,12,-4,59,2,
Fri Dec  2 12:24:51 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.271,-0.026,-0.02,0.014,0.013,0.001,0.118,0.116,0.031,0.764,-3.674,-0.589,13.502,37.127,10.529,0.0,-0.003,-0.0,0.263,0.735,-0.52,0.562,-0.698,0.002,0.0,-0.0,-0.0,0.004,0.0,0.0,0.0,0.0,1,26,2,19,0,0,25,30,56,23,20,15,19,12,200,0.125,0.15,0.28,0.115,0.1,0.075,0.095,0.06,12,-4,56,2,
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.271,-0.026,-0.02,0.014,0.013,0.001,0.118,0.116,0.031,0.764,-3.674,-0.589,13.502,37.127,10.529,0.0,-0.003,-0.0,0.263,0.735,-0.52,0.562,-0.698,0.002,0.0,-0.0,-0.0,0.004,0.0,0.0,0.0,0.0,1,26,2,19,0,0,25,30,56,23,20,15,19,12,200,0.125,0.15,0.28,0.115,0.1,0.075,0.095,0.06,12,-4,56,2,
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.271,-0.026,-0.02,0.014,0.013,0.001,0.118,0.116,0.031,0.764,-3.674,-0.589,13.502,37.127,10.529,0.0,-0.003,-0.0,0.263,0.735,-0.52,0.562,-0.698,0.002,0.0,-0.0,-0.0,0.004,0.0,0.0,0.0,0.0,1,26,2,19,0,0,25,30,56,23,20,15,19,12,200,0.125,0.15,0.28,0.115,0.1,0.075,0.095,0.06,12,-4,56,2,
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.271,-0.026,-0.02,0.014,0.013,0.001,0.118,0.116,0.031,0.764,-3.674,-0.589,13.502,37.127,10.529,0.0,-0.003,-0.0,0.263,0.735,-0.52,0.562,-0.698,0.002,0.0,-0.0,-0.0,0.004,0.0,0.0,0.0,0.0,1,26,2,19,0,0,25,30,56,23,20,15,19,12,200,0.125,0.15,0.28,0.115,0.1,0.075,0.095,0.06,12,-4,56,2,
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.271,-0.026,-0.02,0.014,0.013,0.001,0.118,0.116,0.031,0.764,-3.674,-0.589,13.502,37.127,10.529,0.0,-0.003,-0.0,0.263,0.735,-0.52,0.562,-0.698,0.002,0.0,-0.0,-0.0,0.004,0.0,0.0,0.0,0.0,1,26,2,19,0,0,25,30,56,23,20,15,19,12,200,0.125,0.15,0.28,0.115,0.1,0.075,0.095,0.06,12,-4,56,2,
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.271,-0.026,-0.02,0.014,0.013,0.001,0.118,0.116,0.031,0.764,-3.674,-0.589,13.502,37.127,10.529,0.0,-0.003,-0.0,0.263,0.735,-0.52,0.562,-0.698,0.002,0.0,-0.0,-0.0,0.004,0.0,0.0,0.0,0.0,1,26,2,19,0,0,25,30,56,23,20,15,19,12,200,0.125,0.15,0.28,0.115,0.1,0.075,0.095,0.06,12,-4,56,2,
Fri Dec  2 13:00:10 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
Fri Dec  2 13:09:35 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4_12_point_strategy,0.259,-0.026,-0.017,0.008,0.013,0.001,0.089,0.116,0.025,-1.734,-3.67,0.953,24.243,37.133,17.087,0.0,-0.002,-0.0,0.281,-1.728,0.95,-1.266,1.392,-0.002,-0.0,0.0,0.0,-0.004,-0.0,0.0,0.0,0.0,1,40,3,33,0,0,37,36,36,24,15,16,19,17,200,0.185,0.18,0.18,0.12,0.075,0.08,0.095,0.085,15,3,37,1,
Fri Dec  2 13:16:04 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
